Date,Open,High,Low,Close,Adj Close,Volume
2017-11-06,1495.030029,1501.489990,1494.739990,1497.959961,1497.959961,35390800
2017-11-07,1497.979980,1498.000000,1476.719971,1479.089966,1479.089966,38096500
2017-11-08,1477.949951,1482.859985,1469.339966,1481.729980,1481.729980,38993600
2017-11-09,1481.290039,1481.619995,1463.489990,1475.020020,1475.020020,38316100
2017-11-10,1474.920044,1479.109985,1473.140015,1475.270020,1475.270020,34869100
2017-11-13,1474.439941,1476.680054,1466.089966,1475.069946,1475.069946,34029300
2017-11-14,1474.270020,1474.270020,1465.380005,1471.260010,1471.260010,36417600
2017-11-15,1470.900024,1470.900024,1454.170044,1464.089966,1464.089966,35588900
2017-11-16,1464.969971,1490.969971,1464.969971,1486.880005,1486.880005,33127100
2017-11-17,1485.699951,1496.859985,1481.089966,1492.819946,1492.819946,33001600
2017-11-20,1492.930054,1503.400024,1492.930054,1503.400024,1503.400024,30035400
2017-11-21,1503.449951,1519.530029,1503.449951,1518.890015,1518.890015,33327200
2017-11-22,1518.979980,1524.180054,1516.760010,1516.760010,1516.760010,27629500
2017-11-24,1517.410034,1521.380005,1516.520020,1519.160034,1519.160034,13497800
2017-11-27,1519.170044,1522.030029,1513.189941,1513.310059,1513.310059,30068600
2017-11-28,1514.150024,1536.630005,1514.150024,1536.430054,1536.430054,34884200
2017-11-29,1536.819946,1547.270020,1536.819946,1542.300049,1542.300049,40782800
2017-11-30,1542.619995,1551.689941,1541.209961,1544.140015,1544.140015,49384900
2017-12-01,1544.099976,1544.920044,1498.780029,1537.020020,1537.020020,39423200
2017-12-04,1539.270020,1559.609985,1531.729980,1532.410034,1532.410034,40231500
2017-12-05,1532.719971,1534.010010,1516.750000,1516.760010,1516.760010,35390400
2017-12-06,1516.359985,1516.540039,1508.130005,1508.880005,1508.880005,32290000
2017-12-07,1508.930054,1524.000000,1508.150024,1520.469971,1520.469971,32924000
2017-12-08,1521.780029,1529.000000,1520.880005,1521.719971,1521.719971,31061500
2017-12-11,1522.099976,1527.469971,1518.300049,1519.839966,1519.839966,30919500
2017-12-12,1520.060059,1525.109985,1515.949951,1516.119995,1516.119995,35556800
2017-12-13,1516.189941,1532.380005,1516.079956,1524.449951,1524.449951,35423700
2017-12-14,1524.540039,1527.000000,1504.890015,1506.949951,1506.949951,34300300
2017-12-15,1507.680054,1538.060059,1507.680054,1530.420044,1530.420044,57239200
2017-12-18,1530.810059,1552.319946,1530.810059,1548.920044,1548.920044,37246600
2017-12-19,1549.319946,1552.209961,1535.910034,1536.750000,1536.750000,33685900
2017-12-20,1538.739990,1544.349976,1536.229980,1540.079956,1540.079956,32410300
2017-12-21,1540.459961,1551.209961,1540.459961,1547.109985,1547.109985,32733900
2017-12-22,1547.239990,1548.250000,1541.699951,1542.930054,1542.930054,23998300
2017-12-26,1542.739990,1546.589966,1541.209961,1544.229980,1544.229980,19687800
2017-12-27,1544.390015,1550.619995,1541.949951,1543.939941,1543.939941,22020800
2017-12-28,1544.050049,1549.040039,1542.520020,1548.930054,1548.930054,21533300
2017-12-29,1549.060059,1551.939941,1535.510010,1535.510010,1535.510010,24434900
2018-01-02,1536.119995,1550.300049,1536.119995,1550.010010,1550.010010,33572500
2018-01-03,1550.280029,1555.079956,1547.589966,1552.579956,1552.579956,35386600
2018-01-04,1552.979980,1560.839966,1552.369995,1555.719971,1555.719971,36952600
2018-01-05,1555.869995,1560.069946,1552.130005,1560.010010,1560.010010,32366200
2018-01-08,1559.800049,1562.989990,1548.229980,1561.810059,1561.810059,32426500
2018-01-09,1562.219971,1565.579956,1558.859985,1560.099976,1560.099976,34534800
2018-01-10,1559.010010,1561.910034,1551.520020,1559.800049,1559.800049,35763500
2018-01-11,1560.219971,1586.790039,1560.219971,1586.790039,1586.790039,36413200
2018-01-12,1587.119995,1598.180054,1587.119995,1591.969971,1591.969971,35739700
2018-01-16,1592.910034,1604.020020,1570.750000,1572.969971,1572.969971,43259700
2018-01-17,1573.729980,1589.130005,1573.729980,1586.660034,1586.660034,37780500
2018-01-18,1586.310059,1586.310059,1576.410034,1576.729980,1576.729980,36814700
2018-01-19,1576.500000,1597.630005,1575.319946,1597.630005,1597.630005,36094300
2018-01-22,1598.140015,1605.170044,1595.550049,1605.170044,1605.170044,34717800
2018-01-23,1604.939941,1612.550049,1599.209961,1610.709961,1610.709961,35196500
2018-01-24,1611.689941,1615.520020,1595.939941,1601.770020,1601.770020,39940700
2018-01-25,1601.589966,1607.790039,1594.420044,1601.670044,1601.670044,38351500
2018-01-26,1602.969971,1608.060059,1599.500000,1608.060059,1608.060059,34432300
2018-01-29,1607.810059,1607.949951,1597.880005,1598.109985,1598.109985,35738300
2018-01-30,1595.640015,1595.640015,1579.489990,1582.819946,1582.819946,39906500
2018-01-31,1584.709961,1594.270020,1571.260010,1574.979980,1574.979980,42612800
2018-02-01,1574.729980,1582.280029,1568.849976,1579.869995,1579.869995,39384500
2018-02-02,1577.030029,1577.030029,1547.060059,1547.270020,1547.270020,43011300
2018-02-05,1544.939941,1547.030029,1491.060059,1491.089966,1491.089966,52834600
2018-02-06,1486.849976,1512.979980,1461.449951,1507.170044,1507.170044,58916600
2018-02-07,1506.660034,1517.000000,1503.319946,1507.969971,1507.969971,46265700
2018-02-08,1508.449951,1511.209961,1463.739990,1463.790039,1463.790039,53054400
2018-02-09,1467.719971,1487.579956,1436.430054,1477.839966,1477.839966,56800700
2018-02-12,1479.109985,1498.109985,1466.880005,1490.979980,1490.979980,40557900
2018-02-13,1489.660034,1497.020020,1481.939941,1494.949951,1494.949951,34728700
2018-02-14,1492.760010,1523.890015,1483.290039,1522.099976,1522.099976,40037400
2018-02-15,1524.180054,1537.770020,1516.880005,1537.199951,1537.199951,36849100
2018-02-16,1536.319946,1551.510010,1532.219971,1543.550049,1543.550049,36374600
2018-02-20,1542.380005,1546.430054,1527.560059,1529.989990,1529.989990,36276100
2018-02-21,1530.479980,1555.280029,1530.479980,1531.839966,1531.839966,37794000
2018-02-22,1532.790039,1548.290039,1529.199951,1529.989990,1529.989990,37012700
2018-02-23,1531.349976,1549.189941,1531.349976,1549.189941,1549.189941,31891900
2018-02-26,1550.089966,1560.739990,1544.989990,1559.329956,1559.329956,34246500
2018-02-27,1559.270020,1564.630005,1536.469971,1536.469971,1536.469971,37450800
2018-02-28,1536.800049,1543.750000,1512.449951,1512.449951,1512.449951,42306600
2018-03-01,1512.069946,1522.469971,1494.290039,1507.390015,1507.390015,45039700
2018-03-02,1506.810059,1535.199951,1494.000000,1533.170044,1533.170044,38824500
2018-03-05,1531.989990,1550.760010,1525.079956,1546.050049,1546.050049,37108100
2018-03-06,1546.719971,1562.199951,1538.630005,1562.199951,1562.199951,33706900
2018-03-07,1560.969971,1576.729980,1550.469971,1574.530029,1574.530029,33932700
2018-03-08,1575.650024,1580.489990,1564.589966,1571.969971,1571.969971,32123200
2018-03-09,1573.189941,1597.300049,1573.189941,1597.140015,1597.140015,33641000
2018-03-12,1597.290039,1603.790039,1594.109985,1601.060059,1601.060059,31850200
2018-03-13,1601.650024,1609.050049,1590.109985,1592.050049,1592.050049,33016500
2018-03-14,1592.459961,1598.329956,1582.640015,1584.310059,1584.310059,33913600
2018-03-15,1584.400024,1588.020020,1572.160034,1576.619995,1576.619995,35003300
2018-03-16,1576.579956,1588.920044,1575.410034,1586.050049,1586.050049,53723400
2018-03-19,1585.829956,1585.829956,1553.900024,1570.560059,1570.560059,32821300
2018-03-20,1570.849976,1575.780029,1566.750000,1570.410034,1570.410034,32610300
2018-03-21,1570.400024,1587.739990,1570.400024,1579.300049,1579.300049,34155100
2018-03-22,1576.589966,1576.589966,1543.869995,1543.869995,1543.869995,37398000
2018-03-23,1544.310059,1548.729980,1510.079956,1510.079956,1510.079956,38150800
2018-03-26,1513.540039,1543.810059,1513.540039,1543.719971,1543.719971,35111000
2018-03-27,1544.449951,1547.709961,1508.939941,1513.569946,1513.569946,37063500
2018-03-28,1513.800049,1521.349976,1505.640015,1513.030029,1513.030029,38645000
2018-03-29,1513.310059,1540.020020,1513.310059,1529.430054,1529.430054,35659900
2018-04-02,1529.140015,1529.140015,1482.900024,1492.530029,1492.530029,35885200
2018-04-03,1493.869995,1514.560059,1493.869995,1512.150024,1512.150024,33928100
2018-04-04,1508.599976,1534.569946,1491.689941,1531.660034,1531.660034,33503400
2018-04-05,1532.949951,1545.280029,1532.949951,1542.930054,1542.930054,31759700
2018-04-06,1540.010010,1541.069946,1502.630005,1513.300049,1513.300049,32997000
2018-04-09,1513.900024,1533.939941,1513.900024,1514.459961,1514.459961,30629600
2018-04-10,1517.050049,1548.079956,1517.050049,1543.430054,1543.430054,35439300
2018-04-11,1542.459961,1551.369995,1535.760010,1546.800049,1546.800049,30207600
2018-04-12,1548.030029,1562.459961,1548.030029,1557.329956,1557.329956,30213200
2018-04-13,1558.109985,1563.750000,1545.060059,1549.510010,1549.510010,29609100
2018-04-16,1550.560059,1566.400024,1550.510010,1563.030029,1563.030029,30197000
2018-04-17,1564.869995,1582.989990,1564.869995,1579.800049,1579.800049,32343600
2018-04-18,1580.180054,1592.040039,1580.180054,1583.560059,1583.560059,33834100
2018-04-19,1582.819946,1582.949951,1569.160034,1573.819946,1573.819946,33493700
2018-04-20,1573.530029,1574.239990,1561.719971,1564.119995,1564.119995,33885900
2018-04-23,1564.420044,1571.469971,1556.270020,1562.119995,1562.119995,30174800
2018-04-24,1562.390015,1574.479980,1542.300049,1553.280029,1553.280029,37067400
2018-04-25,1553.000000,1556.089966,1539.949951,1550.469971,1550.469971,34994400
2018-04-26,1550.920044,1562.500000,1550.310059,1557.890015,1557.890015,36657200
2018-04-27,1557.949951,1562.979980,1549.479980,1556.239990,1556.239990,32190300
2018-04-30,1556.670044,1563.650024,1541.880005,1541.880005,1541.880005,37345300
2018-05-01,1541.770020,1550.859985,1527.709961,1550.329956,1550.329956,35598500
2018-05-02,1550.449951,1565.369995,1548.920044,1554.910034,1554.910034,40107700
2018-05-03,1554.339966,1554.339966,1532.310059,1546.560059,1546.560059,38514700
2018-05-04,1545.829956,1572.770020,1540.369995,1565.599976,1565.599976,33272200
2018-05-07,1565.719971,1586.410034,1565.719971,1578.949951,1578.949951,32379600
2018-05-08,1578.670044,1586.589966,1576.890015,1586.390015,1586.390015,37175700
2018-05-09,1586.739990,1598.760010,1584.170044,1596.050049,1596.050049,39095000
2018-05-10,1596.540039,1609.449951,1596.540039,1603.709961,1603.709961,33330500
2018-05-11,1603.869995,1609.359985,1599.910034,1606.790039,1606.790039,28627000
2018-05-14,1607.390015,1614.239990,1599.729980,1600.339966,1600.339966,29726600
2018-05-15,1599.599976,1603.160034,1592.099976,1600.339966,1600.339966,32906800
2018-05-16,1601.030029,1620.640015,1601.030029,1616.369995,1616.369995,32026700
2018-05-17,1616.219971,1627.319946,1615.459961,1625.290039,1625.290039,34754000
2018-05-18,1626.060059,1630.329956,1624.229980,1626.630005,1626.630005,33686900
2018-05-21,1627.770020,1639.040039,1627.770020,1637.439941,1637.439941,30098900
2018-05-22,1637.650024,1639.890015,1625.239990,1625.239990,1625.239990,33663100
2018-05-23,1624.920044,1629.400024,1618.560059,1627.609985,1627.609985,33262900
2018-05-24,1627.219971,1630.310059,1616.589966,1628.219971,1628.219971,32560300
2018-05-25,1627.930054,1628.729980,1623.329956,1626.930054,1626.930054,29952600
2018-05-29,1625.569946,1628.479980,1611.319946,1623.650024,1623.650024,37368900
2018-05-30,1624.030029,1651.109985,1624.030029,1647.989990,1647.989990,35610500
2018-05-31,1647.969971,1649.729980,1632.250000,1633.609985,1633.609985,42353700
2018-06-01,1635.400024,1650.500000,1635.400024,1647.979980,1647.979980,36841300
2018-06-04,1649.199951,1655.709961,1641.219971,1653.369995,1653.369995,33765100
2018-06-05,1653.689941,1664.689941,1652.760010,1664.630005,1664.630005,35177900
2018-06-06,1665.199951,1676.180054,1664.449951,1675.949951,1675.949951,36516400
2018-06-07,1676.520020,1679.989990,1660.890015,1667.770020,1667.770020,37113300
2018-06-08,1667.609985,1674.069946,1665.729980,1672.489990,1672.489990,31232100
2018-06-11,1672.500000,1677.680054,1671.260010,1674.680054,1674.680054,32323300
2018-06-12,1674.939941,1686.369995,1674.939941,1682.300049,1682.300049,34010100
2018-06-13,1682.719971,1684.839966,1673.920044,1676.540039,1676.540039,37792300
2018-06-14,1677.030029,1684.729980,1674.530029,1684.719971,1684.719971,35268900
2018-06-15,1684.239990,1684.630005,1672.989990,1683.910034,1683.910034,54287900
2018-06-18,1683.510010,1692.459961,1674.410034,1692.459961,1692.459961,32871500
2018-06-19,1692.010010,1694.000000,1672.660034,1693.449951,1693.449951,36614700
2018-06-20,1694.040039,1708.099976,1694.040039,1706.989990,1706.989990,33276000
2018-06-21,1706.989990,1708.020020,1685.589966,1688.949951,1688.949951,33000600
2018-06-22,1690.280029,1696.369995,1680.910034,1685.579956,1685.579956,54505500
2018-06-25,1684.760010,1684.760010,1649.810059,1657.510010,1657.510010,36550800
2018-06-26,1657.709961,1672.160034,1656.119995,1668.530029,1668.530029,35550900
2018-06-27,1668.939941,1671.469971,1640.420044,1640.449951,1640.449951,37760900
2018-06-28,1640.369995,1647.939941,1630.060059,1645.020020,1645.020020,34281400
2018-06-29,1645.900024,1656.050049,1642.969971,1643.069946,1643.069946,35656200
2018-07-02,1641.729980,1655.089966,1631.060059,1655.089966,1655.089966,30736500
2018-07-03,1655.400024,1667.520020,1655.400024,1660.420044,1660.420044,19114700
2018-07-05,1660.650024,1679.660034,1660.650024,1679.479980,1679.479980,29534200
2018-07-06,1679.449951,1695.180054,1678.569946,1694.050049,1694.050049,25547800
2018-07-09,1694.660034,1704.839966,1694.660034,1704.599976,1704.599976,30500400
2018-07-10,1704.829956,1708.560059,1689.349976,1695.619995,1695.619995,30638500
2018-07-11,1694.060059,1696.020020,1683.099976,1683.660034,1683.660034,29647400
2018-07-12,1685.170044,1692.430054,1679.260010,1690.280029,1690.280029,28216900
2018-07-13,1690.290039,1697.400024,1686.880005,1687.079956,1687.079956,26140000
2018-07-16,1687.060059,1688.400024,1672.420044,1678.540039,1678.540039,28122300
2018-07-17,1678.000000,1690.040039,1676.099976,1687.260010,1687.260010,30507300
2018-07-18,1687.140015,1692.020020,1679.229980,1691.869995,1691.869995,30897800
2018-07-19,1691.199951,1702.890015,1686.260010,1701.310059,1701.310059,32667000
2018-07-20,1701.150024,1703.430054,1696.040039,1696.810059,1696.810059,32302100
2018-07-23,1696.420044,1701.969971,1690.530029,1698.410034,1698.410034,29074300
2018-07-24,1700.099976,1706.829956,1675.010010,1680.199951,1680.199951,34175300
2018-07-25,1680.339966,1685.420044,1675.050049,1685.199951,1685.199951,35530100
2018-07-26,1685.239990,1702.930054,1684.750000,1695.359985,1695.359985,36533300
2018-07-27,1695.250000,1697.300049,1660.430054,1663.339966,1663.339966,34157100
2018-07-30,1663.390015,1669.500000,1652.729980,1653.130005,1653.130005,32457700
2018-07-31,1653.569946,1675.650024,1653.569946,1670.800049,1670.800049,38921000
2018-08-01,1670.869995,1673.229980,1657.540039,1669.260010,1669.260010,34969900
2018-08-02,1668.989990,1682.300049,1662.329956,1682.099976,1682.099976,34673800
2018-08-03,1682.079956,1687.300049,1668.349976,1673.369995,1673.369995,30303900
2018-08-06,1673.250000,1684.800049,1671.989990,1684.310059,1684.310059,28745400
2018-08-07,1684.859985,1694.359985,1684.859985,1688.300049,1688.300049,31627700
2018-08-08,1688.680054,1689.339966,1677.670044,1686.880005,1686.880005,29722000
2018-08-09,1687.050049,1696.750000,1686.430054,1690.890015,1690.890015,30470500
2018-08-10,1689.319946,1695.790039,1680.770020,1686.800049,1686.800049,32560400
2018-08-13,1686.810059,1689.099976,1670.619995,1675.319946,1675.319946,31584500
2018-08-14,1676.189941,1694.959961,1676.189941,1692.579956,1692.579956,29769700
2018-08-15,1691.599976,1691.599976,1663.530029,1670.670044,1670.670044,36450700
2018-08-16,1691.599976,1691.599976,1663.530029,1685.750000,1685.750000,32198800
2018-08-17,1685.449951,1693.709961,1679.969971,1692.949951,1692.949951,30241000
2018-08-20,1693.790039,1701.130005,1690.180054,1698.689941,1698.689941,27480200
2018-08-21,1698.910034,1722.290039,1698.910034,1718.050049,1718.050049,31471400
2018-08-22,1717.750000,1723.010010,1715.800049,1722.540039,1722.540039,26895600
2018-08-23,1722.300049,1723.410034,1712.920044,1717.050049,1717.050049,27139100
2018-08-24,1718.359985,1726.969971,1718.359985,1725.670044,1725.670044,25961900
2018-08-27,1727.329956,1737.630005,1727.329956,1728.410034,1728.410034,28540800
2018-08-28,1729.069946,1733.449951,1722.359985,1728.420044,1728.420044,26831900
2018-08-29,1729.050049,1737.020020,1724.729980,1734.750000,1734.750000,27918600
2018-08-30,1734.349976,1740.660034,1728.849976,1732.349976,1732.349976,28021800
2018-08-31,1731.489990,1742.089966,1728.410034,1740.750000,1740.750000,28802600
2018-09-04,1740.800049,1740.800049,1722.199951,1733.380005,1733.380005,30770600
2018-09-05,1732.729980,1732.729980,1713.689941,1727.650024,1727.650024,32412500
2018-09-06,1728.250000,1731.420044,1713.810059,1714.469971,1714.469971,31395900
2018-09-07,1713.829956,1722.619995,1706.640015,1713.180054,1713.180054,29462700
2018-09-10,1714.890015,1723.810059,1714.489990,1717.469971,1717.469971,27314000
